剧本ID,剧目名称,剧目类别,内容量权重,网络密度,度中心化,主角色关系,角色关系集合,核心主题,核心主题序号,核心主题得分,核心主题置信度,次要主题集合,主题组合,主题组合显示,主题数量,主题序号集合,主题得分集合,主题归一得分集合,主题证据词集合,组合ID,文件路径,数据说明
03013005,反五侯,历史戏,30.96,0.1238,0.2038,冲突关系,冲突关系|亲属关系|权力关系,战争武略,7,207.43,0.3247,家庭亲情|善恶转化,家庭亲情|战争武略|善恶转化,家庭亲情 + 战争武略 + 善恶转化,3,4|7|9,忠义家国:19.56|政治权力:42.22|婚恋姻缘:0.54|家庭亲情:75.93|公案冤狱:2.0|除暴侠义:23.22|战争武略:207.43|恩怨报偿:8.34|善恶转化:150.65|礼教品格:103.92|宗教祥瑞:2.43|文人世情:2.52,忠义家国:0.0943|政治权力:0.2035|婚恋姻缘:0.0026|家庭亲情:0.3661|公案冤狱:0.0096|除暴侠义:0.1119|战争武略:1.0|恩怨报偿:0.0402|善恶转化:0.7263|礼教品格:0.501|宗教祥瑞:0.0117|文人世情:0.0121,家庭亲情:父子、兄弟、子、父、关系先验:亲属关系|战争武略:将军、战、将、军、大战|善恶转化:归降、归、降、归顺、关系先验:冲突关系|礼教品格:孝、节、关系先验:亲属关系、礼、骂,combo-b0986cef,03000000/03013005_反五侯.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
03013006,五龙斗,历史戏,28.22,0.2206,0.3473,冲突关系,冲突关系|权力关系|亲属关系,战争武略,7,171.37,0.4821,政治权力,政治权力|战争武略,政治权力 + 战争武略,2,2|7,忠义家国:9.54|政治权力:49.73|婚恋姻缘:0.0|家庭亲情:18.3|公案冤狱:4.97|除暴侠义:33.6|战争武略:171.37|恩怨报偿:21.09|善恶转化:10.25|礼教品格:18.87|宗教祥瑞:1.48|文人世情:16.29,忠义家国:0.0557|政治权力:0.2902|婚恋姻缘:0.0|家庭亲情:0.1068|公案冤狱:0.029|除暴侠义:0.1961|战争武略:1.0|恩怨报偿:0.1231|善恶转化:0.0598|礼教品格:0.1101|宗教祥瑞:0.0087|文人世情:0.0951,政治权力:王、关系先验:权力关系、类别先验:历史戏、朝、官|战争武略:将、战、兵、计、类别先验:历史戏,combo-b8241900,03000000/03013006_五龙斗.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
03013007,高平关,历史戏,27.39,0.3494,0.5522,亲属关系,亲属关系|权力关系|冲突关系,战争武略,7,124.86,0.3592,家庭亲情,家庭亲情|战争武略,家庭亲情 + 战争武略,2,4|7,忠义家国:9.54|政治权力:24.49|婚恋姻缘:44.49|家庭亲情:55.64|公案冤狱:15.86|除暴侠义:25.02|战争武略:124.86|恩怨报偿:12.36|善恶转化:3.53|礼教品格:17.7|宗教祥瑞:6.03|文人世情:8.06,忠义家国:0.0764|政治权力:0.1961|婚恋姻缘:0.3563|家庭亲情:0.4456|公案冤狱:0.127|除暴侠义:0.2004|战争武略:1.0|恩怨报偿:0.099|善恶转化:0.0283|礼教品格:0.1418|宗教祥瑞:0.0483|文人世情:0.0645,婚恋姻缘:配、夫妻、郎、钗、妻|家庭亲情:子、父子、父、兄弟、关系先验:亲属关系|战争武略:关、将、军、类别先验:历史戏、将军,combo-29f389dd,03000000/03013007_高平关.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
03013008,打窦瑶,历史戏,32.45,0.2152,0.2405,权力关系,权力关系|亲属关系,政治权力,2,181.94,0.3583,家庭亲情,政治权力|家庭亲情,政治权力 + 家庭亲情,2,2|4,忠义家国:44.82|政治权力:181.94|婚恋姻缘:0.45|家庭亲情:71.79|公案冤狱:64.16|除暴侠义:13.68|战争武略:41.83|恩怨报偿:25.1|善恶转化:14.55|礼教品格:37.38|宗教祥瑞:2.52|文人世情:9.5,忠义家国:0.2463|政治权力:1.0|婚恋姻缘:0.0025|家庭亲情:0.3946|公案冤狱:0.3526|除暴侠义:0.0752|战争武略:0.2299|恩怨报偿:0.138|善恶转化:0.08|礼教品格:0.2054|宗教祥瑞:0.0139|文人世情:0.0522,政治权力:臣、王、官、金殿、宫|家庭亲情:子、女、父子、亲、关系先验:亲属关系|公案冤狱:法场、公案、关系先验:权力关系、案,combo-ef44c7e3,03000000/03013008_打窦瑶.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
03014001,芦花记,家庭戏,26.0,0.4127,0.5508,亲属关系,亲属关系,家庭亲情,4,702.33,0.6668,礼教品格,家庭亲情|礼教品格,家庭亲情 + 礼教品格,2,4|10,忠义家国:1.86|政治权力:0.0|婚恋姻缘:13.54|家庭亲情:702.33|公案冤狱:17.16|除暴侠义:0.0|战争武略:12.11|恩怨报偿:10.18|善恶转化:220.77|礼教品格:36.71|宗教祥瑞:4.19|文人世情:34.51,忠义家国:0.0026|政治权力:0.0|婚恋姻缘:0.0193|家庭亲情:1.0|公案冤狱:0.0244|除暴侠义:0.0|战争武略:0.0172|恩怨报偿:0.0145|善恶转化:0.3143|礼教品格:0.0523|宗教祥瑞:0.006|文人世情:0.0491,家庭亲情:继母、母、父、子、亲|善恶转化:改过、悔、悟、改、善,combo-6bfa251f,03000000/03014001_芦花记.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
03014002,芦花河,历史戏,37.31,0.1478,0.2499,亲属关系,亲属关系|冲突关系|婚恋关系,婚恋姻缘,3,253.9,0.2835,家庭亲情|战争武略,婚恋姻缘|家庭亲情|战争武略,婚恋姻缘 + 家庭亲情 + 战争武略,3,3|4|7,忠义家国:5.0|政治权力:25.24|婚恋姻缘:253.9|家庭亲情:161.31|公案冤狱:3.6|除暴侠义:27.16|战争武略:245.92|恩怨报偿:43.98|善恶转化:41.09|礼教品格:43.01|宗教祥瑞:20.3|文人世情:24.98,忠义家国:0.0197|政治权力:0.0994|婚恋姻缘:1.0|家庭亲情:0.6353|公案冤狱:0.0142|除暴侠义:0.107|战争武略:0.9686|恩怨报偿:0.1732|善恶转化:0.1618|礼教品格:0.1694|宗教祥瑞:0.0799|文人世情:0.0984,婚恋姻缘:姻缘、夫妻、夫人、小姐、成亲|家庭亲情:女、子、父、母、母亲|战争武略:破敌、阵、将军、军师、出兵,combo-fbfd4b9a,03000000/03014002_芦花河.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
03014003,得意缘,家庭戏,51.02,0.1206,0.3295,亲属关系,亲属关系|婚恋关系|同盟关系,家庭亲情,4,302.46,0.2744,婚恋姻缘|除暴侠义,婚恋姻缘|家庭亲情|除暴侠义,婚恋姻缘 + 家庭亲情 + 除暴侠义,3,3|4|6,忠义家国:28.4|政治权力:21.08|婚恋姻缘:240.56|家庭亲情:302.46|公案冤狱:10.35|除暴侠义:231.79|战争武略:74.41|恩怨报偿:40.63|善恶转化:44.82|礼教品格:52.48|宗教祥瑞:6.39|文人世情:48.84,忠义家国:0.0939|政治权力:0.0697|婚恋姻缘:0.7953|家庭亲情:1.0|公案冤狱:0.0342|除暴侠义:0.7663|战争武略:0.246|恩怨报偿:0.1343|善恶转化:0.1482|礼教品格:0.1735|宗教祥瑞:0.0211|文人世情:0.1615,婚恋姻缘:夫妻、小姐、婚姻、郎、妻|家庭亲情:骨肉、母亲、母、儿女、父|除暴侠义:绿林、英雄、侠义、虎、山寨,combo-f435db67,03000000/03014003_得意缘.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
03016001,大回朝,历史戏,23.23,0.3297,0.4327,权力关系,权力关系|亲属关系,政治权力,2,340.68,0.6829,战争武略,政治权力|战争武略,政治权力 + 战争武略,2,2|7,忠义家国:16.98|政治权力:340.68|婚恋姻缘:2.7|家庭亲情:35.68|公案冤狱:2.0|除暴侠义:0.54|战争武略:47.23|恩怨报偿:4.04|善恶转化:1.8|礼教品格:18.12|宗教祥瑞:14.28|文人世情:14.8,忠义家国:0.0498|政治权力:1.0|婚恋姻缘:0.0079|家庭亲情:0.1047|公案冤狱:0.0059|除暴侠义:0.0016|战争武略:0.1386|恩怨报偿:0.0119|善恶转化:0.0053|礼教品格:0.0532|宗教祥瑞:0.0419|文人世情:0.0435,政治权力:丞相、太师、朝、王、臣,combo-b8241900,03000000/03016001_大回朝.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
03016002,双带箭,历史戏,36.57,0.1624,0.3001,权力关系,权力关系|同盟关系|亲属关系,政治权力,2,143.32,0.2248,忠义家国|战争武略,忠义家国|政治权力|战争武略,忠义家国 + 政治权力 + 战争武略,3,1|2|7,忠义家国:128.51|政治权力:143.32|婚恋姻缘:49.77|家庭亲情:40.38|公案冤狱:4.97|除暴侠义:40.33|战争武略:103.95|恩怨报偿:43.04|善恶转化:48.12|礼教品格:23.52|宗教祥瑞:4.91|文人世情:6.7,忠义家国:0.8966|政治权力:1.0|婚恋姻缘:0.3473|家庭亲情:0.2817|公案冤狱:0.0347|除暴侠义:0.2814|战争武略:0.7253|恩怨报偿:0.3003|善恶转化:0.3357|礼教品格:0.1641|宗教祥瑞:0.0342|文人世情:0.0468,忠义家国:忠义、义、忠、类别先验:历史戏、关系先验:同盟关系|政治权力:王、圣旨、君臣、金殿、皇帝|婚恋姻缘:妻、夫妻、夫妇、洞房、钗|战争武略:军、兵、计、将军、将,combo-7453faeb,03000000/03016002_双带箭.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
03016003,下河东,历史戏,33.58,0.1141,0.285,权力关系,权力关系|冲突关系|亲属关系,政治权力,2,197.79,0.3428,战争武略,政治权力|战争武略,政治权力 + 战争武略,2,2|7,忠义家国:30.6|政治权力:197.79|婚恋姻缘:26.46|家庭亲情:35.1|公案冤狱:2.0|除暴侠义:9.48|战争武略:125.11|恩怨报偿:60.0|善恶转化:2.45|礼教品格:18.84|宗教祥瑞:56.27|文人世情:12.96,忠义家国:0.1547|政治权力:1.0|婚恋姻缘:0.1338|家庭亲情:0.1775|公案冤狱:0.0101|除暴侠义:0.0479|战争武略:0.6326|恩怨报偿:0.3034|善恶转化:0.0124|礼教品格:0.0953|宗教祥瑞:0.2845|文人世情:0.0655,政治权力:权臣、丞相、臣、帝、朝|战争武略:兵、将、军、出兵、战,combo-b8241900,03000000/03016003_下河东.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
03016004,白龙关,历史戏,42.93,0.0846,0.3155,亲属关系,亲属关系|冲突关系|权力关系,战争武略,7,310.88,0.2767,家庭亲情|恩怨报偿,家庭亲情|战争武略|恩怨报偿,家庭亲情 + 战争武略 + 恩怨报偿,3,4|7|8,忠义家国:58.32|政治权力:97.86|婚恋姻缘:47.7|家庭亲情:144.42|公案冤狱:6.59|除暴侠义:35.36|战争武略:310.88|恩怨报偿:254.19|善恶转化:91.25|礼教品格:19.95|宗教祥瑞:45.34|文人世情:11.84,忠义家国:0.1876|政治权力:0.3148|婚恋姻缘:0.1534|家庭亲情:0.4646|公案冤狱:0.0212|除暴侠义:0.1137|战争武略:1.0|恩怨报偿:0.8177|善恶转化:0.2935|礼教品格:0.0642|宗教祥瑞:0.1459|文人世情:0.0381,家庭亲情:子、父、母亲、女、父子|战争武略:兵马、兵、关、将军、战|恩怨报偿:复仇、仇、报仇、报、冤仇,combo-ee1d174d,03000000/03016004_白龙关.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
03016005,赛太岁,家庭戏,40.95,0.1998,0.4168,亲属关系,亲属关系|权力关系|冲突关系,婚恋姻缘,3,197.41,0.2142,政治权力|家庭亲情|公案冤狱,政治权力|婚恋姻缘|家庭亲情|公案冤狱,政治权力 + 婚恋姻缘 + 家庭亲情 + 公案冤狱,4,2|3|4|5,忠义家国:8.68|政治权力:102.79|婚恋姻缘:197.41|家庭亲情:71.67|公案冤狱:163.95|除暴侠义:86.76|战争武略:36.91|恩怨报偿:46.31|善恶转化:56.84|礼教品格:54.68|宗教祥瑞:36.49|文人世情:59.11,忠义家国:0.044|政治权力:0.5207|婚恋姻缘:1.0|家庭亲情:0.3631|公案冤狱:0.8305|除暴侠义:0.4395|战争武略:0.1869|恩怨报偿:0.2346|善恶转化:0.2879|礼教品格:0.277|宗教祥瑞:0.1849|文人世情:0.2995,政治权力:王、官、关系先验:权力关系、丞相、封侯|婚恋姻缘:夫妻、妻、类别先验:家庭戏、结发、郎|公案冤狱:入狱、狱、冤、审问、案|除暴侠义:盗、强盗、英雄、绿林、豪杰,combo-501a073c,03000000/03016005_赛太岁.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
03017001,反西凉,历史戏,32.98,0.162,0.3068,权力关系,权力关系|冲突关系|亲属关系,战争武略,7,333.61,0.438,政治权力,政治权力|战争武略,政治权力 + 战争武略,2,2|7,忠义家国:16.83|政治权力:225.97|婚恋姻缘:1.08|家庭亲情:63.81|公案冤狱:3.62|除暴侠义:3.54|战争武略:333.61|恩怨报偿:60.96|善恶转化:2.45|礼教品格:21.45|宗教祥瑞:3.24|文人世情:25.19,忠义家国:0.0504|政治权力:0.6773|婚恋姻缘:0.0032|家庭亲情:0.1913|公案冤狱:0.0109|除暴侠义:0.0106|战争武略:1.0|恩怨报偿:0.1827|善恶转化:0.0073|礼教品格:0.0643|宗教祥瑞:0.0097|文人世情:0.0755,政治权力:天子、丞相、圣旨、关系先验:权力关系、类别先验:历史戏|战争武略:兵、战、将军、军、关,combo-b8241900,03000000/03017001_反西凉.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
03017002,战渭南,历史戏,38.73,0.2069,0.3674,冲突关系,冲突关系|权力关系,战争武略,7,318.33,0.4723,政治权力,政治权力|战争武略,政治权力 + 战争武略,2,2|7,忠义家国:18.36|政治权力:102.92|婚恋姻缘:0.9|家庭亲情:29.07|公案冤狱:2.99|除暴侠义:13.14|战争武略:318.33|恩怨报偿:72.43|善恶转化:45.95|礼教品格:19.02|宗教祥瑞:1.35|文人世情:49.56,忠义家国:0.0577|政治权力:0.3233|婚恋姻缘:0.0028|家庭亲情:0.0913|公案冤狱:0.0094|除暴侠义:0.0413|战争武略:1.0|恩怨报偿:0.2275|善恶转化:0.1443|礼教品格:0.0597|宗教祥瑞:0.0042|文人世情:0.1557,政治权力:丞相、关系先验:权力关系、类别先验:历史戏、封侯、天子|战争武略:战、将军、将、阵、军,combo-b8241900,03000000/03017002_战渭南.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
03017003,战冀州,历史戏,45.79,0.1219,0.3679,冲突关系,冲突关系|权力关系|同盟关系,战争武略,7,403.43,0.4006,恩怨报偿,战争武略|恩怨报偿,战争武略 + 恩怨报偿,2,7|8,忠义家国:54.83|政治权力:90.84|婚恋姻缘:40.59|家庭亲情:64.45|公案冤狱:2.99|除暴侠义:26.35|战争武略:403.43|恩怨报偿:143.41|善恶转化:116.72|礼教品格:25.77|宗教祥瑞:3.33|文人世情:34.45,忠义家国:0.1359|政治权力:0.2252|婚恋姻缘:0.1006|家庭亲情:0.1598|公案冤狱:0.0074|除暴侠义:0.0653|战争武略:1.0|恩怨报偿:0.3555|善恶转化:0.2893|礼教品格:0.0639|宗教祥瑞:0.0083|文人世情:0.0854,战争武略:战、将军、兵、城、将|恩怨报偿:恨、报仇、仇、复仇、报,combo-d474f03d,03000000/03017003_战冀州.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
03017004,赚历城,历史戏,32.86,0.1579,0.3566,冲突关系,冲突关系|亲属关系|权力关系,战争武略,7,185.67,0.3646,恩怨报偿,战争武略|恩怨报偿,战争武略 + 恩怨报偿,2,7|8,忠义家国:14.49|政治权力:43.25|婚恋姻缘:14.67|家庭亲情:50.93|公案冤狱:6.95|除暴侠义:10.52|战争武略:185.67|恩怨报偿:91.23|善恶转化:54.86|礼教品格:18.96|宗教祥瑞:4.23|文人世情:13.46,忠义家国:0.078|政治权力:0.233|婚恋姻缘:0.079|家庭亲情:0.2743|公案冤狱:0.0374|除暴侠义:0.0566|战争武略:1.0|恩怨报偿:0.4914|善恶转化:0.2955|礼教品格:0.1021|宗教祥瑞:0.0228|文人世情:0.0725,战争武略:将军、城、兵、将、军|恩怨报偿:恨、报仇、报、仇、冤仇,combo-d474f03d,03000000/03017004_赚历城.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
03017005,葭萌关,历史戏,48.01,0.1218,0.3169,权力关系,权力关系|冲突关系|亲属关系,战争武略,7,385.14,0.4299,善恶转化,战争武略|善恶转化,战争武略 + 善恶转化,2,7|9,忠义家国:37.53|政治权力:36.1|婚恋姻缘:26.46|家庭亲情:46.59|公案冤狱:3.4|除暴侠义:24.69|战争武略:385.14|恩怨报偿:96.54|善恶转化:154.76|礼教品格:31.83|宗教祥瑞:4.81|文人世情:47.97,忠义家国:0.0974|政治权力:0.0937|婚恋姻缘:0.0687|家庭亲情:0.121|公案冤狱:0.0088|除暴侠义:0.0641|战争武略:1.0|恩怨报偿:0.2507|善恶转化:0.4018|礼教品格:0.0826|宗教祥瑞:0.0125|文人世情:0.1246,战争武略:战、将军、军师、关、军|善恶转化:归降、归顺、归、投、投降,combo-a8ac4946,03000000/03017005_葭萌关.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
03018001,登台笑客,历史戏,39.49,0.132,0.3996,权力关系,权力关系|亲属关系,战争武略,7,238.28,0.3914,家庭亲情,家庭亲情|战争武略,家庭亲情 + 战争武略,2,4|7,忠义家国:35.61|政治权力:69.19|婚恋姻缘:81.09|家庭亲情:103.0|公案冤狱:3.62|除暴侠义:7.38|战争武略:238.28|恩怨报偿:10.46|善恶转化:6.48|礼教品格:29.73|宗教祥瑞:1.48|文人世情:22.5,忠义家国:0.1494|政治权力:0.2904|婚恋姻缘:0.3403|家庭亲情:0.4323|公案冤狱:0.0152|除暴侠义:0.031|战争武略:1.0|恩怨报偿:0.0439|善恶转化:0.0272|礼教品格:0.1248|宗教祥瑞:0.0062|文人世情:0.0944,婚恋姻缘:夫人、夫妻、妻|家庭亲情:父、母、子、关系先验:亲属关系、兄弟|战争武略:出兵、退兵、军、兵、将军,combo-29f389dd,03000000/03018001_登台笑客.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
03018002,海潮珠,历史戏,42.57,0.1205,0.3086,权力关系,权力关系|婚恋关系|亲属关系,政治权力,2,92.03,0.1715,战争武略|恩怨报偿|文人世情,政治权力|战争武略|恩怨报偿|文人世情,政治权力 + 战争武略 + 恩怨报偿 + 文人世情,4,2|7|8|12,忠义家国:20.16|政治权力:92.03|婚恋姻缘:82.57|家庭亲情:50.74|公案冤狱:4.56|除暴侠义:9.45|战争武略:51.78|恩怨报偿:86.24|善恶转化:12.6|礼教品格:31.49|宗教祥瑞:10.75|文人世情:84.12,忠义家国:0.219|政治权力:1.0|婚恋姻缘:0.8972|家庭亲情:0.5514|公案冤狱:0.0496|除暴侠义:0.1027|战争武略:0.5627|恩怨报偿:0.937|善恶转化:0.1369|礼教品格:0.3422|宗教祥瑞:0.1169|文人世情:0.9141,政治权力:朝、臣、君臣、王、关系先验:权力关系|婚恋姻缘:夫人、妻、夫妻、鸳鸯、关系先验:婚恋关系|恩怨报偿:怨、报、恨、报仇、冤仇|文人世情:士、风流、花园、文、才,combo-6d83c11c,03000000/03018002_海潮珠.pdf,重算版：遍历全文索引；题名、情节梗概高权重，全文台词低权重；按相对强度保留真实主题组合。
